Season,G,Team,Name,Date,Opp,OPts,DPts,Opp_Name,ORtg,DRtg,Pace,Location,Win
2022,20,ATL,Hawks,2021-11-26,MEM,132,100,Grizzlies,132.5,100.4,99.6,Away,1
2022,21,ATL,Hawks,2021-11-27,NYK,90,99,Knicks,97.2,106.9,92.6,Home,0
2022,22,ATL,Hawks,2021-12-01,IND,114,111,Pacers,118.3,115.2,96.4,Away,1
2022,23,ATL,Hawks,2021-12-03,PHI,96,98,76ers,104.7,106.8,91.7,Home,0
2022,24,ATL,Hawks,2021-12-05,CHO,127,130,Hornets,129.7,132.8,97.9,Home,0
2022,25,ATL,Hawks,2021-12-06,MIN,121,110,Timberwolves,126.4,114.9,95.7,Away,1
2022,26,ATL,Hawks,2021-12-10,BRK,105,113,Nets,104.5,112.5,100.4,Home,0
2022,27,ATL,Hawks,2021-12-13,HOU,126,132,Rockets,123.8,129.6,101.8,Home,0
2022,28,ATL,Hawks,2021-12-15,ORL,111,99,Magic,112.4,100.2,98.8,Away,1
2022,29,ATL,Hawks,2021-12-17,DEN,115,133,Nuggets,109.3,126.4,105.2,Home,0
2022,30,ATL,Hawks,2021-12-22,ORL,98,104,Magic,105.5,111.9,92.9,Home,0
2022,31,ATL,Hawks,2021-12-23,PHI,98,96,76ers,107.9,105.7,90.9,Away,1
2022,32,ATL,Hawks,2021-12-25,NYK,87,101,Knicks,93.9,109.0,92.7,Away,0
2022,33,ATL,Hawks,2021-12-27,CHI,118,130,Bulls,119.9,132.1,98.4,Home,0
2022,34,ATL,Hawks,2021-12-29,CHI,117,131,Bulls,115.0,128.7,101.8,Away,0
2022,35,ATL,Hawks,2021-12-31,CLE,121,118,Cavaliers,129.9,126.7,93.2,Away,1
